,region,price,details
1479,"Duren Sawit, Jakarta Timur",Rp 1.800.000.000,4 KT - 2 KM - 168 m2
1480,"Duren Sawit, Jakarta Timur",Rp 2.335.000.000,3 KT - 2 KM - 130 m2
1483,"Makasar, Jakarta Timur",Rp 235.000.000,2 KT - 1 KM - 40 m2
1487,"Duren Sawit, Jakarta Timur",Rp 2.500.000.000,3 KT - 2 KM - 200 m2
1491,"Duren Sawit, Jakarta Timur",Rp 2.700.000.000,4 KT - 2 KM - 200 m2
1492,"Pondok Gede, Bekasi Kota",Rp 1.000.000.000,3 KT - 2 KM - 120 m2
1493,"Duren Sawit, Jakarta Timur",Rp 2.400.000.000,2 KT - 1 KM - 100 m2
1494,"Duren Sawit, Jakarta Timur",Rp 2.800.000.000,5 KT - 3 KM - 127 m2
1495,"Duren Sawit, Jakarta Timur",Rp 2.600.000.000,3 KT - 3 KM - 192 m2
1496,"Duren Sawit, Jakarta Timur",Rp 3.600.000.000,5 KT - 3 KM - 300 m2
1497,"Duren Sawit, Jakarta Timur",Rp 1.600.000.000,4 KT - 3 KM - 150 m2
1500,"Duren Sawit, Jakarta Timur",Rp 850.000.000,2 KT - 1 KM - 70 m2
1502,"Pondok Gede, Bekasi Kota",Rp 752.000.000,2 KT - 1 KM - 40 m2
1505,"Duren Sawit, Jakarta Timur",Rp 3.300.000.000,5 KT - 3 KM - 250 m2
1507,"Duren Sawit, Jakarta Timur",Rp 7.000.000.000,6 KT - 5 KM - 350 m2
1510,"Duren Sawit, Jakarta Timur",Rp 2.350.000.000,5 KT - 3 KM - 210 m2
1511,"Pondok Gede, Bekasi Kota",Rp 1.100.000.790,3 KT - 3 KM - 79 m2
1512,"Duren Sawit, Jakarta Timur",Rp 3.700.000.000,6 KT - 5 KM - 200 m2
1514,"Pondok Gede, Bekasi Kota",Rp 3.200.000.000,4 KT - 2 KM - 300 m2
1515,"Duren Sawit, Jakarta Timur",Rp 1.100.000.810,3 KT - 3 KM - 81 m2
1516,"Pondok Gede, Bekasi Kota",Rp 1.100.000.790,3 KT - 3 KM - 83 m2
1517,"Duren Sawit, Jakarta Timur",Rp 1.500.000.000,4 KT - 2 KM - 160 m2
1519,"Pondok Gede, Bekasi Kota",Rp 1.600.000.000,4 KT - 2 KM - 150 m2
1521,"Duren Sawit, Jakarta Timur",Rp 1.100.000.820,3 KT - 3 KM - 82 m2
1526,"Pondok Gede, Bekasi Kota",Rp 1.100.000.830,3 KT - 3 KM - 83 m2
1528,"Duren Sawit, Jakarta Timur",Rp 1.900.000.000,4 KT - 4 KM - 200 m2
1529,"Duren Sawit, Jakarta Timur",Rp 1.300.000.000,3 KT - 2 KM - 120 m2
1530,"Duren Sawit, Jakarta Timur",Rp 4.000.000.000,5 KT - 3 KM - 200 m2
1532,"Pondok Gede, Bekasi Kota",Rp 650.000.000,3 KT - 2 KM - 96 m2
1535,"Duren Sawit, Jakarta Timur",Rp 1.025.000.000,3 KT - 3 KM - 97 m2
1536,"Pondok Gede, Bekasi Kota",Rp 775.000.000,3 KT - 2 KM - 85 m2
1537,"Pondok Gede, Bekasi Kota",Rp 1.100.000.800,3 KT - 3 KM - 80 m2
1538,"Pondok Gede, Bekasi Kota",Rp 1.025.000.000,3 KT - 3 KM - 94 m2
1539,"Makasar, Jakarta Timur",Rp 1.650.000.000,5 KT - 3 KM - 112 m2
1540,"Pondok Gede, Bekasi Kota",Rp 2.125.000.001,4 KT - 4 KM - 125 m2
1541,"Pondok Gede, Bekasi Kota",Rp 1.200.000.000,4 KT - 4 KM - 135 m2
1542,"Duren Sawit, Jakarta Timur",Rp 1.800.000.000,3 KT - 2 KM - 170 m2
1543,"Duren Sawit, Jakarta Timur",Rp 2.300.000.000,3 KT - 3 KM - 165 m2
1544,"Pulo Gadung, Jakarta Timur",Rp 72.000.000,5 KT - 4 KM - 250 m2
1545,"Pondok Gede, Bekasi Kota",Rp 2.000.000.000,5 KT - 4 KM - 304 m2
1546,"Pondok Gede, Bekasi Kota",Rp 800.000.000,3 KT - 3 KM - 85 m2
1547,"Duren Sawit, Jakarta Timur",Rp 3.200.000.000,5 KT - 5 KM - 250 m2
1548,"Duren Sawit, Jakarta Timur",Rp 2.400.000.000,4 KT - 3 KM - 190 m2
1551,"Duren Sawit, Jakarta Timur",Rp 2.200.000.000,4 KT - 4 KM - 112 m2
1552,"Duren Sawit, Jakarta Timur",Rp 2.200.000.000,3 KT - 2 KM - 275 m2
1553,"Duren Sawit, Jakarta Timur",Rp 1.250.000.000,3 KT - 2 KM - 70 m2
1554,"Pondok Gede, Bekasi Kota",Rp 417.000.000,2 KT - 1 KM - 40 m2
1555,"Duren Sawit, Jakarta Timur",Rp 1.500.000.000,3 KT - 2 KM - 140 m2
1556,"Duren Sawit, Jakarta Timur",Rp 900.000.000,5 KT - 2 KM - 135 m2
1557,"Duren Sawit, Jakarta Timur",Rp 1.950.000.000,4 KT - 3 KM - 200 m2
1558,"Duren Sawit, Jakarta Timur",Rp 1.200.000.000,3 KT - 2 KM - 95 m2
1559,"Duren Sawit, Jakarta Timur",Rp 1.150.000.000,3 KT - 3 KM - 118 m2
1560,"Duren Sawit, Jakarta Timur",Rp 1.650.000.000,4 KT - 3 KM - 140 m2
1565,"Duren Sawit, Jakarta Timur",Rp 575.000.000,3 KT - 2 KM - 100 m2
1566,"Duren Sawit, Jakarta Timur",Rp 1.975.000.000,4 KT - 2 KM - 120 m2
1567,"Pondok Gede, Bekasi Kota",Rp 535.000.500,2 KT - 1 KM - 38 m2
1568,"Duren Sawit, Jakarta Timur",Rp 1.600.000.000,4 KT - 3 KM - 90 m2
1571,"Duren Sawit, Jakarta Timur",Rp 1.795.000.000,3 KT - 2 KM - 90 m2
1573,"Pondok Gede, Bekasi Kota",Rp 1.300.000.201,3 KT - 3 KM - 61 m2
1576,"Duren Sawit, Jakarta Timur",Rp 4.950.000.000,7 KT - 5 KM - 330 m2
1577,"Pondok Gede, Bekasi Kota",Rp 800.000.000,2 KT - 1 KM - 40 m2
1578,"Pondok Gede, Bekasi Kota",Rp 720.000.000,2 KT - 1 KM - 45 m2
1579,"Pondok Gede, Bekasi Kota",Rp 1.600.000.000,3 KT - 2 KM - 150 m2
1581,"Makasar, Jakarta Timur",Rp 950.000.000,2 KT - 1 KM - 36 m2
1582,"Pondok Gede, Bekasi Kota",Rp 1.680.000.000,4 KT - 4 KM - 160 m2
1583,"Pondok Gede, Bekasi Kota",Rp 860.000.000,4 KT - 2 KM - 84 m2
1584,"Pondok Gede, Bekasi Kota",Rp 1.799.000.000,4 KT - 3 KM - 145 m2
1585,"Pondok Gede, Bekasi Kota",Rp 1.300.000.000,3 KT - 2 KM - 115 m2
1587,"Pondok Gede, Bekasi Kota",Rp 1.190.000.000,4 KT - 2 KM - 97 m2
1588,"Pondok Gede, Bekasi Kota",Rp 775.000.000,2 KT - 2 KM - 80 m2
1589,"Pondok Gede, Bekasi Kota",Rp 1.050.000.000,3 KT - 3 KM - 95 m2
1591,"Duren Sawit, Jakarta Timur",Rp 3.850.000.000,5 KT - 3 KM - 300 m2
1592,"Pondok Gede, Bekasi Kota",Rp 1.499.000.000,5 KT - 3 KM - 225 m2
1593,"Duren Sawit, Jakarta Timur",Rp 3.700.000.000,4 KT - 5 KM - 220 m2
1594,"Pondok Gede, Bekasi Kota",Rp 415.000.000,3 KT - 2 KM - 60 m2
1595,"Pondok Gede, Bekasi Kota",Rp 5.000.000.000,8 KT - 5 KM - 320 m2
1596,"Duren Sawit, Jakarta Timur",Rp 7.000.000.000,6 KT - 3 KM - 150 m2
1598,"Pondok Gede, Bekasi Kota",Rp 690.900.000,2 KT - 2 KM - 43 m2
1599,"Makasar, Jakarta Timur",Rp 688.800.000,2 KT - 1 KM - 38 m2
1601,"Pondok Gede, Bekasi Kota",Rp 800.000.000,2 KT - 2 KM - 60 m2
1603,"Duren Sawit, Jakarta Timur",Rp 2.150.000.000,4 KT - 2 KM - 175 m2
1604,"Duren Sawit, Jakarta Timur",Rp 855.000.000,3 KT - 2 KM - 70 m2
1605,"Duren Sawit, Jakarta Timur",Rp 1.850.000.000,5 KT - 4 KM - 350 m2
1606,"Duren Sawit, Jakarta Timur",Rp 4.700.000.000,5 KT - 5 KM - 350 m2
1607,"Duren Sawit, Jakarta Timur",Rp 2.225.000.000,3 KT - 2 KM - 120 m2
1609,"Duren Sawit, Jakarta Timur",Rp 1.200.000.000,3 KT - 2 KM - 80 m2
1610,"Duren Sawit, Jakarta Timur",Rp 2.500.000.000,4 KT - 2 KM - 250 m2
1613,"Makasar, Jakarta Timur",Rp 415.000.000,3 KT - 2 KM - 60 m2
1615,"Pondok Gede, Bekasi Kota",Rp 210.000.000,1 KT - 1 KM - 25 m2
1624,"Duren Sawit, Jakarta Timur",Rp 2.400.000.000,3 KT - 3 KM - 190 m2
1625,"Pondok Gede, Bekasi Kota",Rp 1.900.000.000,4 KT - 2 KM - 200 m2
1627,"Pondok Gede, Bekasi Kota",Rp 640.000.000,3 KT - 1 KM - 57 m2
1629,"Pondok Gede, Bekasi Kota",Rp 850.000.000,2 KT - 1 KM - 75 m2
1631,"Duren Sawit, Jakarta Timur",Rp 1.150.000.000,4 KT - 1 KM - 40 m2
1633,"Pondok Gede, Bekasi Kota",Rp 1.550.000.000,3 KT - 3 KM - 140 m2
1635,"Duren Sawit, Jakarta Timur",Rp 1.100.000.790,3 KT - 3 KM - 79 m2
1639,"Pondok Gede, Bekasi Kota",Rp 1.100.000.810,3 KT - 3 KM - 81 m2
1640,"Duren Sawit, Jakarta Timur",Rp 1.700.000.000,9 KT - 5 KM - 186 m2
1641,"Makasar, Jakarta Timur",Rp 1.100.000.820,3 KT - 3 KM - 82 m2
1642,"Pondok Gede, Bekasi Kota",Rp 1.800.000.000,4 KT - 3 KM - 140 m2
1643,"Duren Sawit, Jakarta Timur",Rp 1.600.000.000,3 KT - 3 KM - 150 m2
1644,"Duren Sawit, Jakarta Timur",Rp 1.290.000.000,3 KT - 2 KM - 150 m2
1646,"Duren Sawit, Jakarta Timur",Rp 3.300.000.000,5 KT - 5 KM - 250 m2
1649,"Duren Sawit, Jakarta Timur",Rp 2.000.000.000,4 KT - 3 KM - 160 m2
1651,"Makasar, Jakarta Timur",Rp 2.400.000.000,3 KT - 2 KM - 150 m2
1653,"Duren Sawit, Jakarta Timur",Rp 3.900.000.000,5 KT - 3 KM - 322 m2
1654,"Duren Sawit, Jakarta Timur",Rp 7.900.000.000,10 KT - 8 KM - 450 m2
1656,"Duren Sawit, Jakarta Timur",Rp 4.500.000.000,6 KT - 4 KM - 280 m2
1658,"Duren Sawit, Jakarta Timur",Rp 4.500.000.000,1 KT - 3 KM - 350 m2
1659,"Duren Sawit, Jakarta Timur",Rp 750.000.000,2 KT - 1 KM - 70 m2
1660,"Duren Sawit, Jakarta Timur",Rp 1.800.000.000,1 KT - 1 KM - 121 m2
1661,"Pondok Gede, Bekasi Kota",Rp 1.100.000.000,4 KT - 3 KM - 80 m2
1662,"Makasar, Jakarta Timur",Rp 4.500.000.000,6 KT - 5 KM - 500 m2
1663,"Pondok Gede, Bekasi Kota",Rp 900.000.000,4 KT - 2 KM - 140 m2
1669,"Duren Sawit, Jakarta Timur",Rp 1.800.000.000,4 KT - 3 KM - 120 m2
1670,"Duren Sawit, Jakarta Timur",Rp 1.150.000.000,3 KT - 2 KM - 130 m2
1671,"Pondok Gede, Bekasi Kota",Rp 1.177.000.000,3 KT - 2 KM - 90 m2
1673,"Pondok Gede, Bekasi Kota",Rp 1.400.000.000,5 KT - 4 KM - 200 m2
1674,"Duren Sawit, Jakarta Timur",Rp 1.200.000.000,4 KT - 2 KM - 135 m2
1675,"Makasar, Jakarta Timur",Rp 1.700.000.000,4 KT - 3 KM - 120 m2
1676,"Duren Sawit, Jakarta Timur",Rp 1.296.000.000,3 KT - 2 KM - 70 m2
1678,"Pondok Gede, Bekasi Kota",Rp 860.000.000,4 KT - 2 KM - 90 m2
1680,"Pondok Gede, Bekasi Kota",Rp 1.475.000.000,3 KT - 3 KM - 116 m2
1681,"Duren Sawit, Jakarta Timur",Rp 889.000.000,3 KT - 2 KM - 70 m2
1682,"Pondok Gede, Bekasi Kota",Rp 800.000.000,3 KT - 2 KM - 84 m2
1683,"Duren Sawit, Jakarta Timur",Rp 3.800.000.000,5 KT - 5 KM - 425 m2
1684,"Duren Sawit, Jakarta Timur",Rp 2.650.000.000,4 KT - 4 KM - 180 m2
1685,"Duren Sawit, Jakarta Timur",Rp 3.900.000.000,6 KT - 5 KM - 250 m2
1687,"Pondok Gede, Bekasi Kota",Rp 1.300.000.000,4 KT - 3 KM - 94 m2
1688,"Duren Sawit, Jakarta Timur",Rp 3.650.000.000,5 KT - 3 KM - 170 m2
1689,"Pondok Gede, Bekasi Kota",Rp 1.000.000.000,3 KT - 2 KM - 100 m2
1690,"Duren Sawit, Jakarta Timur",Rp 1.100.000.000,3 KT - 3 KM - 120 m2
1691,"Duren Sawit, Jakarta Timur",Rp 700.000.000,2 KT - 2 KM - 70 m2
1694,"Duren Sawit, Jakarta Timur",Rp 450.000.000,2 KT - 2 KM - 55 m2
1695,"Pondok Gede, Bekasi Kota",Rp 550.000.000,2 KT - 2 KM - 45 m2
1697,"Duren Sawit, Jakarta Timur",Rp 1.500.000.000,3 KT - 2 KM - 110 m2
1699,"Duren Sawit, Jakarta Timur",Rp 13.500.000.000,6 KT - 5 KM - 500 m2
1701,"Pondok Gede, Bekasi Kota",Rp 2.000.000.000,3 KT - 2 KM - 180 m2
1703,"Makasar, Jakarta Timur",Rp 4.900.000.000,5 KT - 3 KM - 350 m2
1705,"Duren Sawit, Jakarta Timur",Rp 1.350.000.000,4 KT - 3 KM - 140 m2
1706,"Duren Sawit, Jakarta Timur",Rp 2.800.000.000,6 KT - 4 KM - 250 m2
1710,"Duren Sawit, Jakarta Timur",Rp 13.880.000.000,4 KT - 5 KM - 438 m2
1711,"Pondok Gede, Bekasi Kota",Rp 2.900.000.000,5 KT - 3 KM - 280 m2
1712,"Duren Sawit, Jakarta Timur",Rp 290.000.000,1 KT - 1 KM - 60 m2
1714,"Makasar, Jakarta Timur",Rp 3.000.000.000,3 KT - 3 KM - 250 m2
1715,"Pulo Gadung, Jakarta Timur",Rp 12.000.000.000,6 KT - 4 KM - 400 m2
1716,"Pondok Gede, Bekasi Kota",Rp 1.339.000.000,3 KT - 2 KM - 72 m2
1719,"Duren Sawit, Jakarta Timur",Rp 3.750.000.000,4 KT - 3 KM - 240 m2
1720,"Pulo Gadung, Jakarta Timur",Rp 3.500.000.000,4 KT - 1 KM - 140 m2
1721,"Pulo Gadung, Jakarta Timur",Rp 2.950.000.000,3 KT - 4 KM - 165 m2
1723,"Pulo Gadung, Jakarta Timur",Rp 1.400.000.000,5 KT - 2 KM - 150 m2
1724,"Duren Sawit, Jakarta Timur",Rp 12.000.000.000,9 KT - 7 KM - 800 m2
1725,"Pulo Gadung, Jakarta Timur",Rp 3.500.000.000,6 KT - 4 KM - 200 m2
1727,"Pulo Gadung, Jakarta Timur",Rp 2.200.000.000,3 KT - 2 KM - 120 m2
1728,"Pulo Gadung, Jakarta Timur",Rp 8.250.000.000,7 KT - 5 KM - 300 m2
1731,"Makasar, Jakarta Timur",Rp 13.000.000.000,7 KT - 5 KM - 500 m2
1732,"Pulo Gadung, Jakarta Timur",Rp 1.700.000.000,10 KT - 10 KM - 186 m2
1734,"Duren Sawit, Jakarta Timur",Rp 5.500.000.000,4 KT - 2 KM - 252 m2
1735,"Pondok Gede, Bekasi Kota",Rp 1.150.000.000,3 KT - 2 KM - 140 m2
1736,"Pondok Gede, Bekasi Kota",Rp 1.100.000.000,3 KT - 3 KM - 113 m2
1738,"Pondok Gede, Bekasi Kota",Rp 640.000.000,2 KT - 1 KM - 53 m2
1741,"Pondok Gede, Bekasi Kota",Rp 880.000.000,2 KT - 2 KM - 70 m2
1742,"Duren Sawit, Jakarta Timur",Rp 950.000.000,4 KT - 2 KM - 140 m2
1743,"Bekasi Barat, Bekasi Kota",Rp 999.000.000,3 KT - 2 KM - 72 m2
1744,"Duren Sawit, Jakarta Timur",Rp 3.100.000.000,5 KT - 4 KM - 280 m2
1745,"Pondok Gede, Bekasi Kota",Rp 750.000.000,2 KT - 2 KM - 80 m2
1746,"Duren Sawit, Jakarta Timur",Rp 2.250.000.000,4 KT - 3 KM - 170 m2
1747,"Pondok Gede, Bekasi Kota",Rp 640.000.000,2 KT - 1 KM - 57 m2
1748,"Pondok Gede, Bekasi Kota",Rp 1.500.000.000,4 KT - 3 KM - 180 m2
1749,"Pondok Gede, Bekasi Kota",Rp 575.000.000,2 KT - 2 KM - 75 m2
1750,"Pulo Gadung, Jakarta Timur",Rp 2.500.000.000,5 KT - 2 KM - 90 m2
1751,"Duren Sawit, Jakarta Timur",Rp 1.450.000.000,3 KT - 2 KM - 200 m2
1752,"Pondok Gede, Bekasi Kota",Rp 587.000.000,2 KT - 1 KM - 45 m2
1754,"Duren Sawit, Jakarta Timur",Rp 2.599.000.000,5 KT - 4 KM - 360 m2
1755,"Pulo Gadung, Jakarta Timur",Rp 1.900.000.000,2 KT - 2 KM - 103 m2
1758,"Pondok Gede, Bekasi Kota",Rp 890.000.000,4 KT - 4 KM - 134 m2
1759,"Pondok Gede, Bekasi Kota",Rp 1.750.000.000,4 KT - 3 KM - 155 m2
1760,"Duren Sawit, Jakarta Timur",Rp 480.000.000,2 KT - 2 KM - 48 m2
1761,"Pulo Gadung, Jakarta Timur",Rp 5.400.000.000,5 KT - 4 KM - 192 m2
1762,"Pulo Gadung, Jakarta Timur",Rp 4.600.000.000,5 KT - 4 KM - 128 m2
1763,"Duren Sawit, Jakarta Timur",Rp 5.750.000.000,7 KT - 5 KM - 450 m2
1764,"Pulo Gadung, Jakarta Timur",Rp 6.000.000.000,4 KT - 4 KM - 192 m2
1766,"Pulo Gadung, Jakarta Timur",Rp 164.000.000,1 KT - 1 KM - 22 m2
1767,"Duren Sawit, Jakarta Timur",Rp 3.500.000.000,8 KT - 4 KM - 350 m2
1769,"Duren Sawit, Jakarta Timur",Rp 1.270.000.000,2 KT - 2 KM - 75 m2
1770,"Pondok Gede, Bekasi Kota",Rp 1.680.000.000,4 KT - 3 KM - 110 m2
1771,"Pondok Gede, Bekasi Kota",Rp 1.150.000.000,4 KT - 4 KM - 164 m2
1772,"Pondok Gede, Bekasi Kota",Rp 750.000.000,2 KT - 1 KM - 69 m2
1773,"Duren Sawit, Jakarta Timur",Rp 3.200.000.000,5 KT - 3 KM - 102 m2
1774,"Duren Sawit, Jakarta Timur",Rp 3.000.000.000,&gt;10 KT - &gt;10 KM - 600 m2
1775,"Duren Sawit, Jakarta Timur",Rp 4.400.000.000,&gt;10 KT - &gt;10 KM - 400 m2
1776,"Pulo Gadung, Jakarta Timur",Rp 700.000.000,3 KT - 2 KM - 99 m2
1777,"Pondok Gede, Bekasi Kota",Rp 1.600.000.000,5 KT - 3 KM - 350 m2
1778,"Duren Sawit, Jakarta Timur",Rp 3.680.000.000,5 KT - 3 KM - 180 m2
1779,"Duren Sawit, Jakarta Timur",Rp 950.000.000,5 KT - 3 KM - 176 m2
1780,"Makasar, Jakarta Timur",Rp 685.000.000,2 KT - 1 KM - 60 m2
1781,"Duren Sawit, Jakarta Timur",Rp 1.100.000.900,3 KT - 3 KM - 90 m2
1783,"Pondok Gede, Bekasi Kota",Rp 200.000.000,2 KT - 1 KM - 27 m2
1784,"Pulo Gadung, Jakarta Timur",Rp 7.000.000.000,6 KT - 4 KM - 500 m2
1785,"Duren Sawit, Jakarta Timur",Rp 2.000.000.000,6 KT - 3 KM - 171 m2
1787,"Pondok Gede, Bekasi Kota",Rp 1.100.000.920,3 KT - 3 KM - 92 m2
1789,"Duren Sawit, Jakarta Timur",Rp 1.100.000.840,3 KT - 3 KM - 84 m2
1790,"Pondok Gede, Bekasi Kota",Rp 1.800.000.000,5 KT - 3 KM - 200 m2
1791,"Pondok Gede, Bekasi Kota",Rp 803.000.000,3 KT - 2 KM - 70 m2
1792,"Duren Sawit, Jakarta Timur",Rp 1.800.000.000,3 KT - 2 KM - 180 m2
1793,"Pulo Gadung, Jakarta Timur",Rp 6.000.000.000,5 KT - 1 KM - 150 m2
1794,"Pondok Gede, Bekasi Kota",Rp 1.100.000.910,3 KT - 3 KM - 91 m2
1797,"Duren Sawit, Jakarta Timur",Rp 1.450.000.000,3 KT - 2 KM - 210 m2
1798,"Pulo Gadung, Jakarta Timur",Rp 8.500.000.000,3 KT - 3 KM - 320 m2
1799,"Pondok Gede, Bekasi Kota",Rp 1.100.000.900,3 KT - 3 KM - 90 m2
1803,"Duren Sawit, Jakarta Timur",Rp 3.600.000.000,6 KT - 3 KM - 250 m2
1805,"Pulo Gadung, Jakarta Timur",Rp 4.000.000.000,6 KT - 3 KM - 350 m2
1806,"Duren Sawit, Jakarta Timur",Rp 5.950.000.000,5 KT - 3 KM - 367 m2
1807,"Pondok Gede, Bekasi Kota",Rp 1.100.000.000,3 KT - 2 KM - 100 m2
1808,"Pulo Gadung, Jakarta Timur",Rp 3.500.000.000,5 KT - 3 KM - 320 m2
1809,"Pulo Gadung, Jakarta Timur",Rp 2.650.000.000,3 KT - 1 KM - 100 m2
1810,"Pulo Gadung, Jakarta Timur",Rp 2.500.000.000,5 KT - 3 KM - 300 m2
1812,"Duren Sawit, Jakarta Timur",Rp 3.500.000.000,3 KT - 4 KM - 250 m2
1814,"Pulo Gadung, Jakarta Timur",Rp 27.000.000.000,6 KT - 4 KM - 400 m2
1816,"Pondok Gede, Bekasi Kota",Rp 1.100.000.000,4 KT - 2 KM - 100 m2
1818,"Duren Sawit, Jakarta Timur",Rp 5.000.000.000,5 KT - 4 KM - 400 m2
1819,"Pulo Gadung, Jakarta Timur",Rp 1.100.000.930,3 KT - 3 KM - 93 m2
1820,"Duren Sawit, Jakarta Timur",Rp 2.400.000.000,3 KT - 3 KM - 200 m2
1822,"Makasar, Jakarta Timur",Rp 2.750.000.000,5 KT - 4 KM - 130 m2
1823,"Duren Sawit, Jakarta Timur",Rp 1.100.000.890,3 KT - 3 KM - 84 m2
1826,"Duren Sawit, Jakarta Timur",Rp 2.750.000.000,5 KT - 4 KM - 90 m2
1827,"Duren Sawit, Jakarta Timur",Rp 2.300.000.000,4 KT - 5 KM - 250 m2
1828,"Makasar, Jakarta Timur",Rp 1.100.000.930,3 KT - 3 KM - 93 m2
1831,"Duren Sawit, Jakarta Timur",Rp 2.400.000.000,4 KT - 3 KM - 150 m2
1832,"Duren Sawit, Jakarta Timur",Rp 1.850.000.000,4 KT - 3 KM - 144 m2
1833,"Pulo Gadung, Jakarta Timur",Rp 16.500.000.000,5 KT - 2 KM - 420 m2
1835,"Pondok Gede, Bekasi Kota",Rp 925.000.000,2 KT - 2 KM - 80 m2
1836,"Pondok Gede, Bekasi Kota",Rp 652.008.298,2 KT - 1 KM - 48 m2
1838,"Duren Sawit, Jakarta Timur",Rp 2.850.000.000,5 KT - 4 KM - 208 m2
1839,"Duren Sawit, Jakarta Timur",Rp 1.550.000.000,3 KT - 2 KM - 95 m2
1841,"Duren Sawit, Jakarta Timur",Rp 1.100.000.843,3 KT - 3 KM - 84 m2
1842,"Duren Sawit, Jakarta Timur",Rp 750.000.000,2 KT - 1 KM - 130 m2
1843,"Pondok Gede, Bekasi Kota",Rp 800.000.000,3 KT - 2 KM - 115 m2
1845,"Pondok Gede, Bekasi Kota",Rp 450.000.000,2 KT - 1 KM - 43 m2
1846,"Makasar, Jakarta Timur",Rp 961.000.000,2 KT - 1 KM - 60 m2
1847,"Pondok Gede, Bekasi Kota",Rp 1.372.830.000,4 KT - 3 KM - 98 m2
1848,"Pondok Gede, Bekasi Kota",Rp 1.110.000.000,3 KT - 3 KM - 105 m2
1849,"Pondok Gede, Bekasi Kota",Rp 1.165.000.000,3 KT - 2 KM - 105 m2
1850,"Pondok Gede, Bekasi Kota",Rp 800.000.000,3 KT - 2 KM - 120 m2
1851,"Pondok Gede, Bekasi Kota",Rp 820.000.000,3 KT - 1 KM - 80 m2
1852,"Pondok Gede, Bekasi Kota",Rp 1.975.000.000,4 KT - 4 KM - 140 m2
1853,"Pondok Gede, Bekasi Kota",Rp 795.000.000,3 KT - 1 KM - 75 m2
1854,"Pondok Gede, Bekasi Kota",Rp 814.800.000,3 KT - 2 KM - 84 m2
1855,"Pondok Gede, Bekasi Kota",Rp 795.000.000,2 KT - 1 KM - 70 m2
1856,"Pondok Gede, Bekasi Kota",Rp 795.000.000,3 KT - 2 KM - 75 m2
1860,"Duren Sawit, Jakarta Timur",Rp 917.000.000,4 KT - 2 KM - 150 m2
1861,"Duren Sawit, Jakarta Timur",Rp 7.900.000.000,5 KT - 8 KM - 450 m2
1862,"Pulo Gadung, Jakarta Timur",Rp 2.950.000.000,5 KT - 4 KM - 405 m2
1866,"Pulo Gadung, Jakarta Timur",Rp 16.500.000.000,&gt;10 KT - &gt;10 KM - 1250 m2
1867,"Pulo Gadung, Jakarta Timur",Rp 2.700.000.000,8 KT - 5 KM - 205 m2
1868,"Pulo Gadung, Jakarta Timur",Rp 301.000.000,2 KT - 1 KM - 40 m2
1870,"Duren Sawit, Jakarta Timur",Rp 235.000.000,2 KT - 1 KM - 40 m2
1873,"Pulo Gadung, Jakarta Timur",Rp 5.900.000.000,5 KT - 4 KM - 250 m2
1874,"Pondok Gede, Bekasi Kota",Rp 387.000.000,2 KT - 1 KM - 42 m2
1875,"Pondok Gede, Bekasi Kota",Rp 2.000.000.000,5 KT - 3 KM - 150 m2
1876,"Pondok Gede, Bekasi Kota",Rp 690.000.000,2 KT - 2 KM - 78 m2
1877,"Pondok Gede, Bekasi Kota",Rp 2.000.000.000,4 KT - 2 KM - 150 m2
1878,"Pondok Gede, Bekasi Kota",Rp 1.500.000.000,3 KT - 2 KM - 132 m2
1879,"Duren Sawit, Jakarta Timur",Rp 770.000.000,2 KT - 1 KM - 63 m2
1880,"Pondok Gede, Bekasi Kota",Rp 330.000.000,2 KT - 1 KM - 36 m2
1881,"Pondok Gede, Bekasi Kota",Rp 900.000.000,3 KT - 1 KM - 108 m2
1882,"Pondok Gede, Bekasi Kota",Rp 650.000.000,2 KT - 1 KM - 45 m2
1883,"Duren Sawit, Jakarta Timur",Rp 3.800.000.000,5 KT - 4 KM - 170 m2
1886,"Pondok Gede, Bekasi Kota",Rp 775.000.000,3 KT - 2 KM - 68 m2
1887,"Pondok Gede, Bekasi Kota",Rp 200.000.000,2 KT - 1 KM - 35 m2
1888,"Duren Sawit, Jakarta Timur",Rp 430.000.000,2 KT - 1 KM - 36 m2
1889,"Pulo Gadung, Jakarta Timur",Rp 3.100.000.000,4 KT - 3 KM - 220 m2
1890,"Duren Sawit, Jakarta Timur",Rp 2.600.000.000,5 KT - 3 KM - 240 m2
1891,"Pulo Gadung, Jakarta Timur",Rp 17.000.000.000,5 KT - 4 KM - 750 m2
1892,"Pondok Gede, Bekasi Kota",Rp 925.000.000,3 KT - 2 KM - 70 m2
1893,"Pondok Gede, Bekasi Kota",Rp 1.400.000.000,3 KT - 2 KM - 110 m2
1894,"Makasar, Jakarta Timur",Rp 3.500.000.000,3 KT - 2 KM - 150 m2
1895,"Duren Sawit, Jakarta Timur",Rp 760.000.000,2 KT - 1 KM - 70 m2
1896,"Pulo Gadung, Jakarta Timur",Rp 680.000.000,3 KT - 2 KM - 100 m2
1898,"Duren Sawit, Jakarta Timur",Rp 1.500.000.000,2 KT - 1 KM - 90 m2
1899,"Pondok Gede, Bekasi Kota",Rp 1.327.000.000,2 KT - 2 KM - 74 m2
1900,"Duren Sawit, Jakarta Timur",Rp 5.500.000.000,4 KT - 4 KM - 280 m2
