,region,price,details
1901,"Pondok Gede, Bekasi Kota",Rp 3.700.000.000,6 KT - 3 KM - 250 m2
1902,"Pulo Gadung, Jakarta Timur",Rp 3.300.000.000,5 KT - 3 KM - 250 m2
1904,"Pulo Gadung, Jakarta Timur",Rp 13.000.000.000,6 KT - 5 KM - 400 m2
1907,"Duren Sawit, Jakarta Timur",Rp 985.000.000,3 KT - 2 KM - 105 m2
1908,"Pondok Gede, Bekasi Kota",Rp 456.000.000,2 KT - 1 KM - 42 m2
1909,"Duren Sawit, Jakarta Timur",Rp 750.000.000,4 KT - 2 KM - 120 m2
1910,"Duren Sawit, Jakarta Timur",Rp 745.000.000,3 KT - 2 KM - 64 m2
1911,"Duren Sawit, Jakarta Timur",Rp 454.000.000,2 KT - 1 KM - 50 m2
1912,"Duren Sawit, Jakarta Timur",Rp 535.000.000,2 KT - 1 KM - 38 m2
1913,"Pondok Gede, Bekasi Kota",Rp 855.000.000,4 KT - 2 KM - 96 m2
1914,"Pondok Gede, Bekasi Kota",Rp 750.000.000,3 KT - 2 KM - 120 m2
1915,"Duren Sawit, Jakarta Timur",Rp 7.800.000.000,5 KT - 5 KM - 600 m2
1916,"Duren Sawit, Jakarta Timur",Rp 855.000.000,4 KT - 2 KM - 96 m2
1917,"Makasar, Jakarta Timur",Rp 1.350.000.000,3 KT - 2 KM - 140 m2
1918,"Pondok Gede, Bekasi Kota",Rp 1.600.000.000,5 KT - 3 KM - 300 m2
1919,"Pondok Gede, Bekasi Kota",Rp 988.000.000,3 KT - 3 KM - 85 m2
1921,"Duren Sawit, Jakarta Timur",Rp 1.350.000.000,3 KT - 2 KM - 90 m2
1922,"Duren Sawit, Jakarta Timur",Rp 8.399.000.000,7 KT - 5 KM - 700 m2
1923,"Duren Sawit, Jakarta Timur",Rp 2.150.000.000,4 KT - 4 KM - 180 m2
1926,"Makasar, Jakarta Timur",Rp 1.800.000.000,5 KT - 3 KM - 200 m2
1927,"Duren Sawit, Jakarta Timur",Rp 599.000.000,2 KT - 2 KM - 108 m2
1928,"Pulo Gadung, Jakarta Timur",Rp 1.300.000.000,3 KT - 2 KM - 150 m2
1929,"Pondok Gede, Bekasi Kota",Rp 885.000.000,2 KT - 1 KM - 94 m2
1930,"Pulo Gadung, Jakarta Timur",Rp 4.800.000.000,5 KT - 5 KM - 420 m2
1931,"Pondok Gede, Bekasi Kota",Rp 920.000.000,4 KT - 2 KM - 150 m2
1932,"Pulo Gadung, Jakarta Timur",Rp 1.190.000.000,2 KT - 1 KM - 65 m2
1933,"Duren Sawit, Jakarta Timur",Rp 875.000.000,3 KT - 3 KM - 95 m2
1935,"Duren Sawit, Jakarta Timur",Rp 3.700.000.000,5 KT - 4 KM - 240 m2
1936,"Pondok Gede, Bekasi Kota",Rp 1.350.000.000,3 KT - 3 KM - 142 m2
1938,"Makasar, Jakarta Timur",Rp 168.000.000,2 KT - 1 KM - 30 m2
1939,"Duren Sawit, Jakarta Timur",Rp 3.700.000.000,4 KT - 3 KM - 240 m2
1940,"Pondok Gede, Bekasi Kota",Rp 1.800.000.000,4 KT - 4 KM - 200 m2
1941,"Bekasi Barat, Bekasi Kota",Rp 720.000.000,3 KT - 1 KM - 108 m2
1942,"Pondok Gede, Bekasi Kota",Rp 295.700.000,2 KT - 1 KM - 36 m2
1943,"Pulo Gadung, Jakarta Timur",Rp 1.700.000.000,4 KT - 1 KM - 123 m2
1944,"Pondok Gede, Bekasi Kota",Rp 369.000.000,2 KT - 1 KM - 36 m2
1946,"Pulo Gadung, Jakarta Timur",Rp 425.000.000,2 KT - 1 KM - 40 m2
1947,"Pondok Gede, Bekasi Kota",Rp 399.000.000,2 KT - 1 KM - 40 m2
1949,"Duren Sawit, Jakarta Timur",Rp 1.300.000.000,3 KT - 2 KM - 70 m2
1950,"Pondok Gede, Bekasi Kota",Rp 841.500.000,4 KT - 2 KM - 90 m2
1952,"Duren Sawit, Jakarta Timur",Rp 799.000.000,3 KT - 2 KM - 68 m2
1954,"Duren Sawit, Jakarta Timur",Rp 2.200.000.000,4 KT - 4 KM - 160 m2
1955,"Duren Sawit, Jakarta Timur",Rp 1.400.000.000,4 KT - 3 KM - 115 m2
1956,"Duren Sawit, Jakarta Timur",Rp 1.499.000.000,4 KT - 3 KM - 150 m2
1957,"Pondok Gede, Bekasi Kota",Rp 650.000.000,3 KT - 2 KM - 100 m2
1958,"Pondok Gede, Bekasi Kota",Rp 1.750.000.000,4 KT - 4 KM - 287 m2
1960,"Pulo Gadung, Jakarta Timur",Rp 700.000.000,3 KT - 2 KM - 60 m2
1961,"Pulo Gadung, Jakarta Timur",Rp 1.750.000.000,4 KT - 4 KM - 287 m2
1962,"Duren Sawit, Jakarta Timur",Rp 1.975.000.000,4 KT - 2 KM - 170 m2
1963,"Duren Sawit, Jakarta Timur",Rp 2.650.000.000,3 KT - 3 KM - 160 m2
1965,"Pulo Gadung, Jakarta Timur",Rp 3.500.000.000,5 KT - 4 KM - 250 m2
1966,"Duren Sawit, Jakarta Timur",Rp 6.000.000.000,4 KT - 3 KM - 175 m2
1968,"Duren Sawit, Jakarta Timur",Rp 435.000.000,3 KT - 2 KM - 65 m2
1971,"Duren Sawit, Jakarta Timur",Rp 842.000.000,4 KT - 2 KM - 90 m2
1972,"Duren Sawit, Jakarta Timur",Rp 1.900.000.000,4 KT - 2 KM - 182 m2
1974,"Pulo Gadung, Jakarta Timur",Rp 1.050.000.000,3 KT - 3 KM - 98 m2
1975,"Duren Sawit, Jakarta Timur",Rp 1.050.000.000,3 KT - 3 KM - 98 m2
1976,"Pondok Gede, Bekasi Kota",Rp 1.050.000.000,3 KT - 3 KM - 98 m2
1977,"Pondok Gede, Bekasi Kota",Rp 678.500.000,2 KT - 2 KM - 60 m2
1978,"Duren Sawit, Jakarta Timur",Rp 1.650.000.000,3 KT - 2 KM - 130 m2
1981,"Pondok Gede, Bekasi Kota",Rp 1.600.000.000,4 KT - 3 KM - 135 m2
1982,"Pondok Gede, Bekasi Kota",Rp 875.000.000,3 KT - 2 KM - 70 m2
1983,"Duren Sawit, Jakarta Timur",Rp 3.800.000.000,6 KT - 5 KM - 200 m2
1984,"Duren Sawit, Jakarta Timur",Rp 1.350.000.000,3 KT - 2 KM - 120 m2
1985,"Duren Sawit, Jakarta Timur",Rp 1.700.000.000,4 KT - 3 KM - 170 m2
1986,"Duren Sawit, Jakarta Timur",Rp 3.700.000.000,6 KT - 5 KM - 300 m2
1987,"Duren Sawit, Jakarta Timur",Rp 1.550.000.000,3 KT - 2 KM - 120 m2
1988,"Duren Sawit, Jakarta Timur",Rp 1.300.000.000,5 KT - 2 KM - 200 m2
1989,"Pondok Gede, Bekasi Kota",Rp 1.200.000.000,3 KT - 2 KM - 100 m2
1990,"Duren Sawit, Jakarta Timur",Rp 4.200.000.000,4 KT - 4 KM - 190 m2
1991,"Duren Sawit, Jakarta Timur",Rp 2.750.000.000,3 KT - 3 KM - 180 m2
1992,"Pulo Gadung, Jakarta Timur",Rp 650.000.000,2 KT - 2 KM - 65 m2
1993,"Duren Sawit, Jakarta Timur",Rp 650.000.000,2 KT - 2 KM - 65 m2
1994,"Duren Sawit, Jakarta Timur",Rp 3.650.000.000,5 KT - 4 KM - 350 m2
1995,"Duren Sawit, Jakarta Timur",Rp 6.500.000.000,4 KT - 3 KM - 250 m2
1996,"Pulo Gadung, Jakarta Timur",Rp 18.000.000.000,8 KT - 8 KM - 420 m2
1997,"Duren Sawit, Jakarta Timur",Rp 1.200.000.000,4 KT - 2 KM - 100 m2
1999,"Makasar, Jakarta Timur",Rp 750.000.000,2 KT - 1 KM - 90 m2
2000,"Jati Sampurna, Bekasi Kota",Rp 650.000.000,2 KT - 1 KM - 45 m2
2001,"Jati Sampurna, Bekasi Kota",Rp 350.000.000,2 KT - 1 KM - 50 m2
2002,"Cipayung, Jakarta Timur",Rp 285.000.000,1 KT - 1 KM - 42 m2
2003,"Cipayung, Jakarta Timur",Rp 870.000.000,3 KT - 2 KM - 55 m2
2004,"Ciracas, Jakarta Timur",Rp 1.500.000.000,3 KT - 3 KM - 250 m2
2005,"Jati Sampurna, Bekasi Kota",Rp 220.000.000,2 KT - 1 KM - 80 m2
2006,"Cipayung, Jakarta Timur",Rp 1.799.000.000,4 KT - 4 KM - 158 m2
2007,"Cipayung, Jakarta Timur",Rp 16.500.000.000,4 KT - 3 KM - 650 m2
2008,"Cipayung, Jakarta Timur",Rp 765.000.000,3 KT - 2 KM - 60 m2
2009,"Cipayung, Jakarta Timur",Rp 3.200.000.000,3 KT - 3 KM - 130 m2
2010,"Jati Sampurna, Bekasi Kota",Rp 1.300.000.000,4 KT - 3 KM - 115 m2
2011,"Jati Sampurna, Bekasi Kota",Rp 900.000.000,3 KT - 2 KM - 68 m2
2012,"Cipayung, Jakarta Timur",Rp 2.900.000.000,4 KT - 2 KM - 120 m2
2013,"Ciracas, Jakarta Timur",Rp 495.000.000,2 KT - 1 KM - 45 m2
2014,"Jati Sampurna, Bekasi Kota",Rp 350.000.000,2 KT - 1 KM - 54 m2
2015,"Cipayung, Jakarta Timur",Rp 800.000.000,3 KT - 2 KM - 70 m2
2017,"Ciracas, Jakarta Timur",Rp 890.000.000,2 KT - 2 KM - 60 m2
2018,"Pasar Rebo, Jakarta Timur",Rp 530.000.000,2 KT - 2 KM - 78 m2
2019,"Pondok Melati, Bekasi Kota",Rp 1.200.000.000,2 KT - 2 KM - 60 m2
2020,"Cipayung, Jakarta Timur",Rp 545.000.000,2 KT - 1 KM - 48 m2
2021,"Jati Sampurna, Bekasi Kota",Rp 500.000.000,1 KT - 1 KM - 80 m2
2022,"Cipayung, Jakarta Timur",Rp 985.000.000,3 KT - 2 KM - 70 m2
2023,"Jati Sampurna, Bekasi Kota",Rp 679.000.000,2 KT - 1 KM - 45 m2
2024,"Pondok Melati, Bekasi Kota",Rp 1.300.000.000,3 KT - 3 KM - 119 m2
2025,"Cipayung, Jakarta Timur",Rp 1.142.000.000,3 KT - 2 KM - 69 m2
2027,"Cipayung, Jakarta Timur",Rp 795.000.000,3 KT - 2 KM - 85 m2
2028,"Pasar Rebo, Jakarta Timur",Rp 1.123.600.000,3 KT - 2 KM - 66 m2
2029,"Cipayung, Jakarta Timur",Rp 699.000.000,3 KT - 2 KM - 55 m2
2030,"Pondok Melati, Bekasi Kota",Rp 2.145.000.000,1 KT - 1 KM - 80 m2
2031,"Pondok Melati, Bekasi Kota",Rp 880.000.000,2 KT - 2 KM - 70 m2
2032,"Pondok Melati, Bekasi Kota",Rp 880.000.000,2 KT - 1 KM - 70 m2
2033,"Cipayung, Jakarta Timur",Rp 1.267.500.000,3 KT - 2 KM - 82 m2
2034,"Pondok Melati, Bekasi Kota",Rp 1.300.000.000,3 KT - 2 KM - 73 m2
2035,"Jati Sampurna, Bekasi Kota",Rp 439.000.000,2 KT - 1 KM - 42 m2
2036,"Ciracas, Jakarta Timur",Rp 919.000.000,3 KT - 2 KM - 75 m2
2037,"Ciracas, Jakarta Timur",Rp 2.800.000.000,4 KT - 4 KM - 200 m2
2040,"Cipayung, Jakarta Timur",Rp 1.940.000.000,4 KT - 3 KM - 220 m2
2041,"Cipayung, Jakarta Timur",Rp 330.000.000,2 KT - 1 KM - 40 m2
2042,"Cipayung, Jakarta Timur",Rp 797.000.000,3 KT - 2 KM - 55 m2
2044,"Jati Sampurna, Bekasi Kota",Rp 1.850.000.000,3 KT - 4 KM - 117 m2
2045,"Cipayung, Jakarta Timur",Rp 1.002.540.000,4 KT - 2 KM - 80 m2
2047,"Jati Sampurna, Bekasi Kota",Rp 250.000.000,2 KT - 1 KM - 36 m2
2048,"Cipayung, Jakarta Timur",Rp 1.597.000.000,4 KT - 3 KM - 97 m2
2049,"Ciracas, Jakarta Timur",Rp 1.495.000.000,3 KT - 2 KM - 86 m2
2051,"Pasar Rebo, Jakarta Timur",Rp 475.000.000,2 KT - 1 KM - 50 m2
2052,"Cipayung, Jakarta Timur",Rp 500.000.000,2 KT - 2 KM - 50 m2
2053,"Pasar Rebo, Jakarta Timur",Rp 2.700.000.000,5 KT - 3 KM - 200 m2
2054,"Pondok Melati, Bekasi Kota",Rp 1.339.000.000,3 KT - 2 KM - 90 m2
2055,"Cipayung, Jakarta Timur",Rp 1.282.000.000,3 KT - 2 KM - 120 m2
2056,"Ciracas, Jakarta Timur",Rp 650.000.000,3 KT - 2 KM - 100 m2
2057,"Cipayung, Jakarta Timur",Rp 3.845.600.000,3 KT - 3 KM - 180 m2
2058,"Jati Sampurna, Bekasi Kota",Rp 735.000.000,3 KT - 2 KM - 70 m2
2059,"Cipayung, Jakarta Timur",Rp 495.000.000,3 KT - 2 KM - 80 m2
2060,"Jati Sampurna, Bekasi Kota",Rp 540.000.000,2 KT - 2 KM - 96 m2
2061,"Pondok Melati, Bekasi Kota",Rp 1.200.000.000,3 KT - 2 KM - 98 m2
2062,"Jati Sampurna, Bekasi Kota",Rp 1.500.000.000,4 KT - 3 KM - 139 m2
2066,"Cipayung, Jakarta Timur",Rp 1.433.500.000,3 KT - 2 KM - 120 m2
2067,"Jati Sampurna, Bekasi Kota",Rp 745.000.000,3 KT - 2 KM - 65 m2
2068,"Pondok Melati, Bekasi Kota",Rp 592.315.000,2 KT - 1 KM - 46 m2
2069,"Ciracas, Jakarta Timur",Rp 3.150.000.000,4 KT - 3 KM - 181 m2
2071,"Cipayung, Jakarta Timur",Rp 364.000.000,2 KT - 1 KM - 36 m2
2074,"Cipayung, Jakarta Timur",Rp 1.600.000.000,4 KT - 4 KM - 170 m2
2075,"Jati Sampurna, Bekasi Kota",Rp 1.298.000.000,3 KT - 2 KM - 115 m2
2076,"Cipayung, Jakarta Timur",Rp 1.150.000.000,3 KT - 3 KM - 120 m2
2077,"Cipayung, Jakarta Timur",Rp 1.300.000.000,3 KT - 2 KM - 105 m2
2078,"Cipayung, Jakarta Timur",Rp 1.874.000.000,3 KT - 2 KM - 94 m2
2079,"Cipayung, Jakarta Timur",Rp 1.650.000.000,4 KT - 4 KM - 140 m2
2081,"Jati Sampurna, Bekasi Kota",Rp 1.700.000.000,4 KT - 4 KM - 250 m2
2082,"Cipayung, Jakarta Timur",Rp 225.000.000,2 KT - 1 KM - 30 m2
2083,"Cipayung, Jakarta Timur",Rp 7.500.000.000,6 KT - 4 KM - 608 m2
2084,"Cipayung, Jakarta Timur",Rp 1.950.000.000,4 KT - 4 KM - 150 m2
2085,"Pondok Melati, Bekasi Kota",Rp 1.100.000.000,2 KT - 2 KM - 115 m2
2088,"Pondok Melati, Bekasi Kota",Rp 975.000.000,3 KT - 2 KM - 93 m2
2090,"Pondok Melati, Bekasi Kota",Rp 3.300.000.000,4 KT - 3 KM - 275 m2
2092,"Cipayung, Jakarta Timur",Rp 350.000.000,3 KT - 1 KM - 84 m2
2093,"Pondok Melati, Bekasi Kota",Rp 1.146.000.004,3 KT - 2 KM - 61 m2
2097,"Jati Sampurna, Bekasi Kota",Rp 800.000.000,2 KT - 2 KM - 50 m2
2098,"Cipayung, Jakarta Timur",Rp 1.400.000.000,9 KT - 6 KM - 405 m2
2100,"Pondok Melati, Bekasi Kota",Rp 1.150.000.000,3 KT - 2 KM - 105 m2
2101,"Pondok Melati, Bekasi Kota",Rp 1.340.000.000,3 KT - 3 KM - 91 m2
2103,"Jati Sampurna, Bekasi Kota",Rp 999.900.000,2 KT - 1 KM - 160 m2
2105,"Cipayung, Jakarta Timur",Rp 420.000.000,2 KT - 1 KM - 50 m2
2106,"Cipayung, Jakarta Timur",Rp 1.100.000.000,3 KT - 2 KM - 120 m2
2107,"Jati Sampurna, Bekasi Kota",Rp 2.277.000.000,5 KT - 4 KM - 135 m2
2110,"Cipayung, Jakarta Timur",Rp 450.000.000,2 KT - 2 KM - 37 m2
2112,"Cipayung, Jakarta Timur",Rp 668.250.000,2 KT - 1 KM - 50 m2
2113,"Jati Sampurna, Bekasi Kota",Rp 1.400.000.000,3 KT - 3 KM - 107 m2
2114,"Pondok Melati, Bekasi Kota",Rp 650.000.000,2 KT - 1 KM - 50 m2
2115,"Cipayung, Jakarta Timur",Rp 1.475.000.000,3 KT - 2 KM - 140 m2
2116,"Cipayung, Jakarta Timur",Rp 1.575.000.000,3 KT - 3 KM - 85 m2
2117,"Jati Sampurna, Bekasi Kota",Rp 950.000.000,2 KT - 1 KM - 70 m2
2118,"Pondok Melati, Bekasi Kota",Rp 559.000.000,2 KT - 1 KM - 42 m2
2119,"Jati Sampurna, Bekasi Kota",Rp 1.200.000.000,3 KT - 3 KM - 130 m2
2120,"Cipayung, Jakarta Timur",Rp 1.302.591.000,3 KT - 2 KM - 85 m2
2122,"Cipayung, Jakarta Timur",Rp 1.000.000.000,3 KT - 2 KM - 90 m2
2123,"Jati Sampurna, Bekasi Kota",Rp 985.000.000,2 KT - 2 KM - 120 m2
2124,"Jati Sampurna, Bekasi Kota",Rp 1.050.000.000,2 KT - 1 KM - 70 m2
2127,"Jati Sampurna, Bekasi Kota",Rp 2.160.000.000,6 KT - 3 KM - 250 m2
2129,"Jati Sampurna, Bekasi Kota",Rp 4.273.000.000,4 KT - 4 KM - 233 m2
2131,"Jati Sampurna, Bekasi Kota",Rp 1.045.000.000,2 KT - 2 KM - 54 m2
2133,"Cipayung, Jakarta Timur",Rp 1.100.000.000,3 KT - 3 KM - 120 m2
2137,"Pondok Melati, Bekasi Kota",Rp 1.300.000.000,4 KT - 3 KM - 130 m2
2138,"Cipayung, Jakarta Timur",Rp 515.000.000,2 KT - 1 KM - 50 m2
2139,"Jati Sampurna, Bekasi Kota",Rp 350.000.000,2 KT - 1 KM - 38 m2
2140,"Cipayung, Jakarta Timur",Rp 2.750.000.000,&gt;10 KT - &gt;10 KM - 346 m2
2141,"Jati Sampurna, Bekasi Kota",Rp 275.000.000,2 KT - 1 KM - 55 m2
2143,"Cimanggis, Depok Kota",Rp 1.336.000.000,3 KT - 2 KM - 90 m2
2144,"Cipayung, Jakarta Timur",Rp 620.000.000,2 KT - 1 KM - 48 m2
2145,"Cipayung, Jakarta Timur",Rp 450.000.000,2 KT - 1 KM - 36 m2
2146,"Cipayung, Jakarta Timur",Rp 1.700.000.000,4 KT - 4 KM - 118 m2
2150,"Pondok Melati, Bekasi Kota",Rp 825.000.000,3 KT - 3 KM - 125 m2
2155,"Jati Sampurna, Bekasi Kota",Rp 900.000.000,3 KT - 4 KM - 85 m2
2156,"Pondok Melati, Bekasi Kota",Rp 795.000.000,3 KT - 2 KM - 85 m2
2157,"Cipayung, Jakarta Timur",Rp 1.600.000.000,4 KT - 3 KM - 130 m2
2159,"Jati Sampurna, Bekasi Kota",Rp 3.900.000.000,4 KT - 3 KM - 216 m2
2160,"Cipayung, Jakarta Timur",Rp 1.735.000.000,3 KT - 2 KM - 90 m2
2161,"Cipayung, Jakarta Timur",Rp 875.000.000,3 KT - 2 KM - 60 m2
2162,"Jati Sampurna, Bekasi Kota",Rp 3.377.935.000,5 KT - 4 KM - 185 m2
2163,"Jati Sampurna, Bekasi Kota",Rp 1.500.000.000,3 KT - 3 KM - 122 m2
2165,"Cipayung, Jakarta Timur",Rp 1.700.000.000,4 KT - 3 KM - 256 m2
2167,"Cipayung, Jakarta Timur",Rp 875.000.000,2 KT - 2 KM - 60 m2
2169,"Cipayung, Jakarta Timur",Rp 875.000.000,3 KT - 3 KM - 128 m2
2170,"Jati Sampurna, Bekasi Kota",Rp 450.000.000,2 KT - 1 KM - 42 m2
2174,"Jati Sampurna, Bekasi Kota",Rp 65.000.000,5 KT - 3 KM - 220 m2
2178,"Jati Sampurna, Bekasi Kota",Rp 1.450.000.000,4 KT - 3 KM - 150 m2
2179,"Jati Sampurna, Bekasi Kota",Rp 1.300.000.000,2 KT - 1 KM - 75 m2
2180,"Cipayung, Jakarta Timur",Rp 819.000.000,3 KT - 2 KM - 80 m2
2181,"Jati Sampurna, Bekasi Kota",Rp 1.000.000.000,3 KT - 2 KM - 100 m2
2182,"Cipayung, Jakarta Timur",Rp 220.000.000,3 KT - 3 KM - 48 m2
2187,"Cipayung, Jakarta Timur",Rp 1.800.000.000,3 KT - 2 KM - 88 m2
2189,"Pondok Melati, Bekasi Kota",Rp 900.000.000,3 KT - 4 KM - 85 m2
2190,"Pondok Melati, Bekasi Kota",Rp 705.000.000,2 KT - 1 KM - 50 m2
2191,"Cipayung, Jakarta Timur",Rp 590.000.000,2 KT - 1 KM - 50 m2
2193,"Cipayung, Jakarta Timur",Rp 250.000.000,2 KT - 1 KM - 30 m2
2194,"Cipayung, Jakarta Timur",Rp 1.100.000.000,3 KT - 2 KM - 72 m2
2197,"Cipayung, Jakarta Timur",Rp 600.000.000,2 KT - 2 KM - 55 m2
2199,"Pondok Melati, Bekasi Kota",Rp 900.000.000,3 KT - 4 KM - 73 m2
2201,"Cipayung, Jakarta Timur",Rp 2.200.000.000,3 KT - 1 KM - 200 m2
2204,"Pasar Rebo, Jakarta Timur",Rp 750.000.000,1 KT - 1 KM - 196 m2
2205,"Jati Sampurna, Bekasi Kota",Rp 980.000.000,3 KT - 2 KM - 120 m2
2206,"Cipayung, Jakarta Timur",Rp 450.000.000,2 KT - 2 KM - 60 m2
2210,"Jati Sampurna, Bekasi Kota",Rp 1.150.000.000,3 KT - 3 KM - 180 m2
2213,"Cipayung, Jakarta Timur",Rp 1.200.000.000,3 KT - 2 KM - 80 m2
2220,"Jati Sampurna, Bekasi Kota",Rp 1.429.275.000,3 KT - 3 KM - 74 m2
2223,"Jati Sampurna, Bekasi Kota",Rp 896.000.000,4 KT - 2 KM - 170 m2
2224,"Jati Sampurna, Bekasi Kota",Rp 476.000.000,2 KT - 1 KM - 68 m2
2228,"Cipayung, Jakarta Timur",Rp 3.000.000.000,4 KT - 3 KM - 150 m2
2229,"Cipayung, Jakarta Timur",Rp 4.500.000.000,&gt;10 KT - 3 KM - 400 m2
2230,"Jati Sampurna, Bekasi Kota",Rp 835.000.000,2 KT - 1 KM - 48 m2
2231,"Jati Sampurna, Bekasi Kota",Rp 1.450.000.000,3 KT - 2 KM - 110 m2
2237,"Cipayung, Jakarta Timur",Rp 35.000.000.000,5 KT - 3 KM - 800 m2
2239,"Cipayung, Jakarta Timur",Rp 35.000.000.000,5 KT - 5 KM - 800 m2
2240,"Pondok Melati, Bekasi Kota",Rp 765.000.000,2 KT - 2 KM - 55 m2
2243,"Cipayung, Jakarta Timur",Rp 1.034.070.008,3 KT - 3 KM - 80 m2
2245,"Pondok Melati, Bekasi Kota",Rp 1.000.000.000,3 KT - 3 KM - 85 m2
2246,"Cipayung, Jakarta Timur",Rp 2.000.000.000,5 KT - 4 KM - 310 m2
2247,"Cipayung, Jakarta Timur",Rp 699.000.000,2 KT - 1 KM - 55 m2
2249,"Jati Sampurna, Bekasi Kota",Rp 795.000.000,3 KT - 2 KM - 85 m2
2253,"Cipayung, Jakarta Timur",Rp 485.000.000,2 KT - 1 KM - 90 m2
2256,"Cipayung, Jakarta Timur",Rp 1.320.000.000,3 KT - 3 KM - 80 m2
2257,"Jati Sampurna, Bekasi Kota",Rp 770.000.077,3 KT - 2 KM - 69 m2
2259,"Pondok Melati, Bekasi Kota",Rp 1.450.000.000,3 KT - 3 KM - 100 m2
2260,"Cipayung, Jakarta Timur",Rp 233.000.000,2 KT - 1 KM - 32 m2
2263,"Cipayung, Jakarta Timur",Rp 865.000.000,2 KT - 1 KM - 46 m2
2264,"Jati Sampurna, Bekasi Kota",Rp 1.100.000.000,3 KT - 3 KM - 172 m2
2265,"Cipayung, Jakarta Timur",Rp 1.035.000.000,3 KT - 2 KM - 80 m2
2266,"Cipayung, Jakarta Timur",Rp 1.980.000.000,4 KT - 4 KM - 170 m2
2267,"Cipayung, Jakarta Timur",Rp 550.000.000,3 KT - 2 KM - 60 m2
2268,"Jati Sampurna, Bekasi Kota",Rp 800.000.000,2 KT - 1 KM - 80 m2
2269,"Jati Sampurna, Bekasi Kota",Rp 400.000.000,2 KT - 1 KM - 36 m2
2271,"Pondok Melati, Bekasi Kota",Rp 396.786.000,2 KT - 1 KM - 30 m2
2272,"Jati Sampurna, Bekasi Kota",Rp 446.000.000,2 KT - 1 KM - 42 m2
2273,"Jati Sampurna, Bekasi Kota",Rp 495.000.000,2 KT - 1 KM - 48 m2
2274,"Pondok Melati, Bekasi Kota",Rp 2.200.000.000,5 KT - 4 KM - 174 m2
2276,"Cipayung, Jakarta Timur",Rp 2.350.000.000,5 KT - 3 KM - 300 m2
2277,"Jati Sampurna, Bekasi Kota",Rp 419.000.000,2 KT - 1 KM - 45 m2
2278,"Cipayung, Jakarta Timur",Rp 2.700.000.000,6 KT - 4 KM - 166 m2
2279,"Cipayung, Jakarta Timur",Rp 450.000.000,2 KT - 1 KM - 60 m2
2280,"Jati Sampurna, Bekasi Kota",Rp 1.575.000.000,3 KT - 2 KM - 84 m2
2281,"Jati Sampurna, Bekasi Kota",Rp 1.570.000.000,5 KT - 3 KM - 200 m2
2282,"Pasar Rebo, Jakarta Timur",Rp 780.000.000,2 KT - 2 KM - 60 m2
2283,"Jati Sampurna, Bekasi Kota",Rp 650.000.000,2 KT - 2 KM - 84 m2
2284,"Jati Sampurna, Bekasi Kota",Rp 540.000.000,2 KT - 1 KM - 50 m2
2285,"Jati Sampurna, Bekasi Kota",Rp 450.000.000,2 KT - 1 KM - 45 m2
2286,"Cipayung, Jakarta Timur",Rp 2.037.837.000,4 KT - 3 KM - 112 m2
2287,"Cipayung, Jakarta Timur",Rp 455.000.000,2 KT - 1 KM - 45 m2
2288,"Cipayung, Jakarta Timur",Rp 1.020.680.851,3 KT - 2 KM - 62 m2
2289,"Cipayung, Jakarta Timur",Rp 275.000.000,3 KT - 2 KM - 72 m2
2290,"Cipayung, Jakarta Timur",Rp 950.117.021,2 KT - 2 KM - 53 m2
2292,"Pondok Melati, Bekasi Kota",Rp 229.000.000,2 KT - 1 KM - 21 m2
2294,"Pondok Melati, Bekasi Kota",Rp 773.414.125,2 KT - 1 KM - 50 m2
2297,"Pondok Melati, Bekasi Kota",Rp 560.000.000,2 KT - 1 KM - 46 m2
2301,"Cipayung, Jakarta Timur",Rp 798.800.000,3 KT - 2 KM - 65 m2
2302,"Jati Sampurna, Bekasi Kota",Rp 500.000.000,2 KT - 1 KM - 46 m2
2306,"Cipayung, Jakarta Timur",Rp 480.000.000,2 KT - 1 KM - 48 m2
2307,"Jati Sampurna, Bekasi Kota",Rp 135.000.000,2 KT - 1 KM - 40 m2
2308,"Jati Sampurna, Bekasi Kota",Rp 850.000.000,&gt;10 KT - 10 KM - 300 m2
2310,"Cipayung, Jakarta Timur",Rp 1.770.000.000,3 KT - 2 KM - 115 m2
2311,"Cipayung, Jakarta Timur",Rp 1.200.000.000,3 KT - 2 KM - 120 m2
2313,"Cipayung, Jakarta Timur",Rp 1.655.000.000,4 KT - 4 KM - 140 m2
2314,"Pondok Melati, Bekasi Kota",Rp 480.000.000,2 KT - 1 KM - 48 m2
2315,"Cipayung, Jakarta Timur",Rp 22.800.000.000,&gt;10 KT - &gt;10 KM - 406 m2
2317,"Cipayung, Jakarta Timur",Rp 345.000.000,2 KT - 1 KM - 71 m2
2318,"Cipayung, Jakarta Timur",Rp 235.000.000,2 KT - 1 KM - 51 m2
2319,"Cipayung, Jakarta Timur",Rp 305.000.000,2 KT - 2 KM - 67 m2
2320,"Jati Sampurna, Bekasi Kota",Rp 350.000.000,2 KT - 1 KM - 36 m2
2321,"Pondok Melati, Bekasi Kota",Rp 675.000.000,3 KT - 1 KM - 80 m2
2323,"Jati Sampurna, Bekasi Kota",Rp 1.200.000.000,3 KT - 3 KM - 96 m2
2324,"Cipayung, Jakarta Timur",Rp 800.000.000,2 KT - 1 KM - 50 m2
